content,sentiment
which candidate be truly ready to START to reinvent public End rule,2
The call Pollster a Low class be give us Entertainment Baby,0
not sure who be misquote more at the tonight or God,0
try to answer your accusation of so stop interrupt me theres a man talk,0
Why be no one take this seriously,2
How do you intend to increase minor league hockey,2
So be try to spike the by say win or be it simply her liberal bias talk,0
make that deal behind back We all know it,2
Not one question about and at the last night,2
When Fox News be not radical enough for,0
be break their arm pat themselves on the back today They should be embarrass,0
be interest to say the least,1
turn off the so Ill just leave this here,0
What I learn last night talk head have lot in common with talk ego out of touch,0
Trump be Galt Chew on it,1
Keep in mind one thing be at tell what they want to hear,0
message resonate with but he be and always have be an obnoxious boorish fool,0
Just watch I need a case of What a delusional,0
Sen Ted As we keep win but we dont have keep their,2
The bad lady who be my friend be mean to me and its NOT FAIR Very Presidential,0
Fox News Trump Lost We no longer blindly believe everything you say Fox News OH GOD THATS OUR WHOLE BUSINESS,0
Most shock be would let die from pregnancy dont have,0
Most people use twitter to keep up with celebrity gossip I use it to see roast on,0
When you think of how laughable their prospect be then you remember W Bush win twice,0
My skin literally crawl every single time someone say an illegal Who teach you to be so damn hateful,0
Last nights be the primary debate in history,2
have a distinct ness to him in this pic from so,1
Good night I hope you sleep well I myself will be have about our future if any of cand,0
Pretty sure Ted be one of the from,0
Watching last night help myself Who will it be,2
be a great country,1
My colleague Amelia track the best comment on last night cover the,2
Special Edition,2
Check out s take on how the reveal than Trump,2
to the,0
Oh my Reasonable by on gay question and applause by crowd Maybe a new,1
Tiffany seem to be the only candidate actually say HOW go to get do,1
Trump respond to of misogyny by call her a,0
on the say that all those people be way better than and I help but laugh,0
To all the complain about issue NOT cover in the Relax this be only the st debate Unlike many more to come,1
Dear Trump Twitter be forever,0
Why have to be pro life it make it hard for people in the st century to take them seriously,0
get a kick out of last night know what you think,0
To recap baby money and gun matter and black people dont merit discussion people be a social ex,0
how much each candidate speak throughout the,2
What have that people dont realize choice,2
Its one thing recognize a WINNER but recognize one who can help win,1
The be every bite as gracious in Victory as he be in defeat,1
That be a great Comedy Show last night,0
fact check how the claim measure up to reality,2
win via,1
go to have to take the long way to the because the bridge be close Well play Well p,2
Rap Genius go Cool collaboration by the to annotate,1
Why do you believe be X more likely to be shoot kill than in other develop,0
If Trump As A Independent Is President,2
Trump admit on national that he buy in the past Oh joy,0
yes Watching both with you be fun have a deep field but have to start cut down on number of,0
do include the live of school or just Support public school,0
What be the point of have this dingbat on for commentary on,0
Disappointed in coverage of they act like giddy at a sport event use liberal media question tactics,0
Bush Parenthood and now rank last for health,0
On the heel of the a piece on maybe ull learn,0
Is it rude to drop the after deliver an awesome line during the I dont care if it be do it an,1
Joining next,2
Please tell there be a difference between be a honest and be a verbally abusive,0
For The Record Yes Brother Did Help Create,0
People promote encourage an boy to be in a gay pride parade but Trump cant say the word disgust animal,0
let be honest be a bully and a womanizer,0
I hope they make a video of the,2
More concern THERE ARE PEOPLE WHO WANT THIS MAN TO BE PRESIDENT,0
Watched each and every candidate be as insincere as a door to door salesman Delusion follow by lie @,0
trump believe this biggest issue be political correctness not incorrect politics,0
VOTE if a complete ASS,0
on race be class and brilliance personify,1
Everyone be excite for Excellent job,1
Exactly WHY TRUMP WON Your Media Hack Job didnt work,2
dispel the fact that an objective moderator I love her show but her moderate not so much,0
The in favor of God How very very bold Fox News ask the tough question,0
Sen Marco R be winner accord to,1
Where the be the,0
I didnt watch the and I feel like I miss everything Do we like them now,2
Cant wait to get your take on Parenthood Deal Trump on,0
The support job across the US must keep those job secure by go forward with the law,2
Its brilliant that Trump never apologize for anything he say I mean everyone love a bully right,1
