ParallelSentiScore,ParallelSentiment,ParallelTone,ParallelToneScore,content
"('positive', 0.625)",positive,Sad,"('Sad', 0.2653416261034382)","In my s and was going out to dinner to celebrate friend's birthday. Her (older in s) cousin, really wanted me to get drunk cos I'd visited their (cousin wife) place quite bit, but had always been very careful brought up to believe in moderation in drink (but not guilt repression etc). mixed drinking with smoking (which rarely did) and got drunk and had to leave the table to get sick in the loo, and later went home and was sick again; have never felt so awful in my life. And didn't want to face or tell my other flatmates, or family."
"('positive', 0.624)",positive,Sad,"('Sad', 0.32120452999207144)",used to pinch change from my father's mantlepiece (never my mother she didn't get enough housekeeping) and then I'd feel when we went to church as family I'd felt awkward cos felt I'm expected to go to communion and would but was afraid and guilty 'cos committed mortal sin.
"('positive', 0.99)",positive,Happy,"('Happy', 0.604910305664589)",Spontaneous picnic with sister and friend and children great.
"('negative', 0.914)",negative,Sad,"('Sad', 0.39354908514127146)",Can think of no time that have felt fear.
"('negative', 0.857)",negative,Angry,"('Angry', 0.48506482614097685)","Teenage neighbours smashed my letterbox for the fifth time in couple of months. It was deliberate action of kids who had stayed in my home, had meals there yet took dislike to my daughter."
"('positive', 0.628)",positive,Sad,"('Sad', 0.3759805062589509)",Guy cared for went back to Canada to live.
"('negative', 0.932)",negative,Fear,"('Fear', 0.4683660148572817)",Bus driver driving roughly old man fell off seat into aisle driver wouldn't stop disgusted with her behaviour.
"('negative', 0.401)",negative,Angry,"('Angry', 0.2102415171272284)","daughter in court for staff pilfering, she was dressed like \street walker\"" had friend form overseas with me and was Ã¡,falsely trying to impress with my family."""
"('negative', 0.903)",negative,Angry,"('Angry', 0.45825406606265007)",Reported neighbour to police for taking to my daughter with baseball ball her counsellor rang me and after long talk convinced me the woman was o.k. felt guilty for ringing the police then guilty for feeling guilty about it.
"('positive', 0.972)",positive,Sad,"('Sad', 0.38408336311414937)",Meeting with two of my friends had not seen for  years. They were special people to me.
"('negative', 0.555)",negative,Excited,"('Excited', 0.24774018053549163)","was in the Korean War. We were attacked with mortars, me and companion. We stopped the jeep and ran for cover. Fortunately neither of us was hit but we both came close to being killed."
"('negative', 0.93)",negative,Angry,"('Angry', 0.353990275755799)","I've situation of responsibility an employee who had habit of being late, came late again after promising to say he would be at work in few minutes, then arrived hours later. He had been drinking."
"('positive', 0.651)",positive,Sad,"('Sad', 0.817926567021685)",My brother in law was dying of cancer. To see him wasting away was very sad.
"('negative', 0.944)",negative,Angry,"('Angry', 0.37124007948980137)",Disgust at myself when stroked sleeping girl's private parts.
"('negative', 0.768)",negative,Sad,"('Sad', 0.5497871771566206)",My son was apprehended for shoplifting at the age of . Because too had been apprehended at the same age felt the shame of not having been able to prevent my son from acting in the same way.
"('negative', 0.456)",negative,Sad,"('Sad', 0.2433534838457521)",removed an article of clothing belonging to my employer while in position of trust.
"('positive', 0.969)",positive,Happy,"('Happy', 0.5402801005473918)",When we took out an  year old woman for the evening and had hamburgers. She described the evening out as her happiest night out in  years.
"('negative', 0.765)",negative,Angry,"('Angry', 0.3652488559806042)","While tramping on narrow path two of us were confronted by woman with two snarling dogs, demanding we get off the property via flooded river"
"('negative', 0.519)",negative,Fear,"('Fear', 0.28454384472646177)","friend got angry and drove \like lunatic\"" with me and others Ã¡,in his car. was angry about his dangerous driving."""
"('negative', 0.658)",negative,Angry,"('Angry', 0.2678683930561629)",boy look after for the probation service deliberately offended to provoke reaction from the police.
"('neutral', 0.765)",neutral,Happy,"('Happy', 0.24813170688751884)","-letter words on TV programme (Roche) while we were entertaining \conservative\"" relations who wanted to see the first Ã¡,episode."""
"('negative', 0.852)",negative,Sad,"('Sad', 0.34009760138968437)",young visitor to the house stole money from an elderly visitor's purse. It wasn't noticed for some hours.
"('negative', 0.754)",negative,Angry,"('Angry', 0.4216040556043696)",had to leave an important function early because of family commitments. Someone else had to complete my job.
"('positive', 0.947)",positive,Happy,"('Happy', 0.37741252596172603)",was seriously injured in road accident. The very first steps took with only one crutch to support me felt so good. enjoy being alive.
"('negative', 0.856)",negative,Angry,"('Angry', 0.33925817911122413)","was attacked, standing in doorway, by pack of dogs, alsatians and farm dogs with my escape route blocked by shut fence."
"('negative', 0.763)",negative,Sad,"('Sad', 0.41600930443073225)","In the house where live there is new flatmate. His friends unfortunately are the dirt of society, intelligent, fashonable, rich and bored. At party recently they were doing things didn't like done in my house. felt angry at them."
"('negative', 0.675)",negative,Angry,"('Angry', 0.28542760445870274)",was driving near my girlfriend's house and decided to keep going because it was late and would be back in the next few days anyway. The next day she was killed in road accident.
"('positive', 0.683)",positive,Happy,"('Happy', 0.32707739578954453)",My girlfriend came home after business dinner at the most expensive place in town drunk as skunk. Whats more she drove home and couldn't remember doing so. was disgusted by her state and her actions.
"('negative', 0.522)",negative,Sad,"('Sad', 0.355245170603086)",good friend of mine told me in comfidence that once he had tried to commit suicide. To meet him you wouldn't think so. told another friend of mine about this when she was feeling depressed about her twin brother's suicide. broke bond of confidentiality.
"('negative', 0.878)",negative,Sad,"('Sad', 0.3092844012790965)","When was young stole something from shop and got caught, then was taken to the police station and my parents had to come and get me."
"('negative', 0.712)",negative,Fear,"('Fear', 0.3127900834825731)","When found out that set task (i.e. essays and test), the thought of which had oppressed me, were not on the date had thought."
"('negative', 0.409)",negative,Angry,"('Angry', 0.32945090646958686)",When confronted and in my opinion hassled by the police.
"('negative', 0.791)",negative,Fear,"('Fear', 0.29325281470722797)","Disgust no. Maybe it is more precise to say revultion at worm or snake. But mean it in social aspect when somebody had behaved like scoundrel to you, when by his actions he has made you change your attitude towards him but thing this feeling the way meant it, is not typical for the people interrelations."
"('negative', 0.532)",negative,Angry,"('Angry', 0.23526038469093669)",When you betray the trust you have been given. This is connected with copying at class-work at school.
"('negative', 0.794)",negative,Angry,"('Angry', 0.30617113062606643)","When have forgotten to warn somebody for something, or when have forgotten to bring something have been asked for."
"('positive', 0.392)",positive,Fear,"('Fear', 0.2560418401039872)","When, for example, was in my eleventh school year and learned had been classed for the Bulgarian Language and Literature National Olympiad."
"('positive', 0.861)",positive,Sad,"('Sad', 0.569884754622883)","When, for example, my grandfather fell seriously ill. It was necessary for him to be operated and felt great fear of losing him because he is so dear to me."
"('positive', 0.597)",positive,Excited,"('Excited', 0.3064732713409568)","When, for example, was not approved to continue my studies at the Moscow University, no matter that had the highest marks and in general the best records of all the candidates."
"('positive', 0.711)",positive,Sad,"('Sad', 0.28717791056296044)","When, for example, left for the first time my parents and went to live in Sofia."
"('neutral', 0.372)",neutral,Angry,"('Angry', 0.208690072381331)","When, for example, someone is calumnating."
"('negative', 0.794)",negative,Angry,"('Angry', 0.2587230062287288)","When, for example, fail in my undertakings."
"('negative', 0.88)",negative,Sad,"('Sad', 0.30836718716561395)","For example, when have promised something but haven't fulfilled it."
"('negative', 0.952)",negative,Sad,"('Sad', 0.35931905554892846)",Some time ago close relative of mine got off cheap with the worst.
"('negative', 0.718)",negative,Sad,"('Sad', 0.5193797384985669)",The last time felt it was when was coming home late at night.
"('negative', 0.62)",negative,Sad,"('Sad', 0.34388189813567477)",haven't often felt this feeling. Once someone stole my garment.
