ParallelSentiScore,ParallelSentiment,ParallelTone,ParallelToneScore,content
"('positive', 0.832)",positive,Sad,"('Sad', 0.2553333398295849)",__joy feel like red lea now
"('negative', 0.761)",negative,Angry,"('Angry', 0.4092442076663366)",squirrel! where? hate squirrels
"('negative', 0.954)",negative,Sad,"('Sad', 0.4872452120201619)", WHY DIDNT SEE YOU?
"('positive', 0.419)",positive,Sad,"('Sad', 0.405420914840103)","Just watched Mall Cop. Wasn't that funny, but wasn't too bad. guess. kinda wish still worked at movie theater...."
"('negative', 0.995)",negative,Angry,"('Angry', 0.5505576101274794)",Can't sleep.... ; why isn't my in my damn account!? BofA is trippin
"('negative', 0.629)",negative,Sad,"('Sad', 0.3406820194697855)", i'm with you in this. i've always have prob prioritizing myself ahead of him.
"('positive', 0.782)",positive,Happy,"('Happy', 0.6168646666362223)","Morning twitties! Heading to college, just back from the docs, god I'm hungry streching my ears again today! mm ;) payday love you!"
"('negative', 0.542)",negative,Sad,"('Sad', 0.6143220703645346)",backache
"('negative', 0.765)",negative,Bored,"('Bored', 0.3510904488828592)",Five o'clock can't come any faster
"('negative', 0.795)",negative,Sad,"('Sad', 0.4602789693325659)","Finishing the video. Fuck me, it's so long"
"('negative', 0.493)",negative,Sad,"('Sad', 0.2841918580317712)","LAPPYTOP BATERRRY DYING,tryingtofind movieto watch since im staying in. and goingto my room."
"('positive', 0.894)",positive,Sad,"('Sad', 0.6516304045301847)",wowowee willie of fortune is just making me depressed damn love.
"('negative', 0.8)",negative,Angry,"('Angry', 0.4210465058565134)",Bluedart takes shipment all the way before figuring out ;No Deliver; and then bring it back! Databases anyone?
"('negative', 0.601)",negative,Angry,"('Angry', 0.3116292771639532)",Watching Jimmy F. delete all his social network profiles No more Jimmy cyber time.
"('negative', 0.544)",negative,Excited,"('Excited', 0.5631721654943403)",no longer have ticket for ny
"('negative', 0.908)",negative,Sad,"('Sad', 0.42647491171848423)",The sun is shining and I'm stuck in work
"('negative', 0.627)",negative,Sad,"('Sad', 0.4376305767821751)",...I have to study ....
"('negative', 0.849)",negative,Angry,"('Angry', 0.3290071556316755)","Just been bitten by SmoothStreaming, it doesn't seem to work for my client's linux users...fan-fricking-tastic"
"('negative', 0.847)",negative,Sad,"('Sad', 0.39774004723744727)", idk if could. it would cost me soo much there.
"('negative', 0.918)",negative,Angry,"('Angry', 0.5339376046349542)",MADAYA KA CHRISTIAN. BLEH!!! HATE 
"('negative', 0.853)",negative,Angry,"('Angry', 0.2704708614496574)","Squabbling with people over the internet is great for my Tumblarity, but bad for my ego when they have more internet friends than me"
"('positive', 0.515)",positive,Sad,"('Sad', 0.29918894022778403)","Wow, been away while...stupid lap top is in the shop...still Hope everyone is well!"
"('negative', 0.524)",negative,Sad,"('Sad', 0.27287644619584905)",Type cold in my room
"('negative', 0.822)",negative,Sad,"('Sad', 0.4548806166949606)","Desperately wishing could sleep But am too frazzled about my Gma, and can't sleep.. :'( It's really bad tonight xx"
"('negative', 0.681)",negative,Sad,"('Sad', 0.3780750035667818)",Planning road trip down to San Diego- With detour into Vegas to celebrate my birthday! Too bad it's wks away want to go now!
"('neutral', 0.476)",neutral,Bored,"('Bored', 0.32678341744756406)",is MySpace mobile free? or do have have credit... cause they are liers
"('negative', 0.607)",negative,Fear,"('Fear', 0.44233979219185426)", Yikes! hope she was okay. never her heard her say her tummy hurt.
"('negative', 0.94)",negative,Angry,"('Angry', 0.6157574431591134)", don't follow me. You will ruin my twitter experience
"('negative', 0.939)",negative,Angry,"('Angry', 0.3520541530225275)",Flight to hurghada delayed hours
"('negative', 0.782)",negative,Bored,"('Bored', 0.32419824588610147)",Going to be strange weekend. Probably srtarting off with working til midnight tonight
"('negative', 0.583)",negative,Angry,"('Angry', 0.6504426194577034)",Need to get my friggin cameras cleand ASAP !!
"('positive', 0.549)",positive,Sad,"('Sad', 0.46443051550954007)", lucky kid...i so wanna see loserville pity im in oz....
"('negative', 0.605)",negative,Bored,"('Bored', 0.3477877095364644)",Friends! Come over and give me massage can't sleep.
"('positive', 0.614)",positive,Happy,"('Happy', 0.35031431915270284)"," Aw you named your car, that's very sweet. I'm sorry to hear that Petey has to go, hope you find really posh rollerskate."
"('positive', 0.808)",positive,Happy,"('Happy', 0.2961034091197405)", yes. Yes you will.
"('negative', 0.954)",negative,Angry,"('Angry', 0.5002778326536186)",No allowed calculator for this exam despite it containing laths that is impossible to compute in my head.
"('negative', 0.842)",negative,Sad,"('Sad', 0.45195763330863614)","Whataburger closing all locations but tally so harsh, might have to transfer schools"
"('neutral', 0.464)",neutral,Sad,"('Sad', 0.7083561653898769)",im very sorry.
"('negative', 0.736)",negative,Bored,"('Bored', 0.3015310986480743)",hours of sleep and mild hangover carelessness and the loss of brand new ipod pouch
"('negative', 0.613)",negative,Sad,"('Sad', 0.32490565191651066)"," I'm sure it's not what you think. Is this really you? saw you couple of months back in NAIA,was shy to approach pic."
"('negative', 0.72)",negative,Sad,"('Sad', 0.450358543921148)","i'm so worn out, this week has sped by soo fast. gonna ask mum if we can go to the movies. i'm desperate"
"('positive', 0.68)",positive,Bored,"('Bored', 0.25370254429511846)","Wee laddie's been SO upset for about hours. Tried soothing him in bed, nursing, etc. Nope. Up at :am for real food. Blue Clues now."
"('positive', 0.95)",positive,Happy,"('Happy', 0.48296186958590953)"," july st!?? that means at your concert won't know all the songs. oh well, yay demi!! ;"
"('negative', 0.938)",negative,Sad,"('Sad', 0.42696134591055057)",have been playing skate for two hours. Now need to get out and actually skate. But it's too late
"('negative', 0.964)",negative,Sad,"('Sad', 0.4192996775185779)",I've got dentist's appointment soon! The drill feels like I've got my brain in blender not looking forward to it
"('negative', 0.857)",negative,Bored,"('Bored', 0.5511980617119867)","Ghhh! Went an hour earlier to bed thinking ill get an area hr of sleep, woke up an hr earlier. Today is gonna be looooong one again."
"('positive', 0.959)",positive,Happy,"('Happy', 0.3671631332448467)","_iso Me too, she was adorable and you could tell the pressure got to her."
"('negative', 0.637)",negative,Sad,"('Sad', 0.3682407050206128)", That bloody free kick after min  seconds was sooooooo close to going in.......if only
"('negative', 0.405)",negative,Fear,"('Fear', 0.44429161613085044)",contemplating when to hand in my lovely car
"('negative', 0.982)",negative,Angry,"('Angry', 0.7269256194076892)", fuck. it should be recoverable. it's just the boot part that's messed up. grr argh. my business was on there.
"('neutral', 0.625)",neutral,Sad,"('Sad', 0.37065081916326326)",Live TV coming to the XBox . But only if you live in the UK. 
"('negative', 0.595)",negative,Angry,"('Angry', 0.49176840894272583)"," ate pussy, refuse to bless her cuz she already clingy"
"('negative', 0.851)",negative,Angry,"('Angry', 0.4058720492360846)","you people are missing the point here, instead of  loosing followers he's GAINING! over  new ppl in hours"
"('negative', 0.483)",negative,Fear,"('Fear', 0.2534882806861873)", the - is definitely going... sold the - and F is too HEAVY Think I'll get away with the /? #Twedding
"('negative', 0.935)",negative,Fear,"('Fear', 0.4678523605360925)",Not well again  it's definitely not hayfever
"('negative', 0.715)",negative,Sad,"('Sad', 0.6379248012130536)",HOW COME ITS SO HARD TO FIND GUY WITH THE SAME PASSION FOR LOVE AS FOR WOMAN?? AM EVER GOING TO SEE THE DAY! IM lonely yall!
"('negative', 0.65)",negative,Angry,"('Angry', 0.29695600698615304)", im sorry. dont wanna cuz of how act. just turn right around and ignore me and all that
"('positive', 0.818)",positive,Sad,"('Sad', 0.579642312401081)",Oh my gosh! My hair is so short! miss my long hair!
"('negative', 0.775)",negative,Sad,"('Sad', 0.2877368697750715)", probably not in this weather
"('positive', 0.68)",positive,Happy,"('Happy', 0.3501131792147924)",_xo Today yeah
"('negative', 0.43)",negative,Fear,"('Fear', 0.2685149080631739)",_roe oh well. I've never seen him do anything before so I'm not gonna say anything.
"('negative', 0.84)",negative,Sad,"('Sad', 0.319334466322093)",Ugh id better get up for work
"('neutral', 0.628)",neutral,Happy,"('Happy', 0.662463483793119)", Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us wish you good flight ;
"('negative', 0.506)",negative,Sad,"('Sad', 0.574628165372289)",am living in country where the government is ALWAYS circus show ... sad but true...
"('positive', 0.544)",positive,Bored,"('Bored', 0.3203837976831169)",  Looks like I'm on tea duty all day.
"('negative', 0.955)",negative,Sad,"('Sad', 0.47789072986085107)",had my lip pierced for about  minutes. and then it died.
"('positive', 0.518)",positive,Excited,"('Excited', 0.8276829254896694)",why not everything workout as you planned.
"('negative', 0.878)",negative,Angry,"('Angry', 0.3215795330580961)",Don't know who anymore!!!
"('positive', 0.84)",positive,Sad,"('Sad', 0.6633777806213178)",aww only minutes left of family guy
"('neutral', 0.48)",neutral,Excited,"('Excited', 0.3454493283303443)",#wordsaftersex my turn yet?
"('negative', 0.738)",negative,Bored,"('Bored', 0.2843767376594213)",My dead grandpa pays more attention to me than you do
"('positive', 0.691)",positive,Bored,"('Bored', 0.8826241024997112)",WANTS TO GO TO SLEEP WITH THE SOUND OF THE RAIN
"('neutral', 0.508)",neutral,Happy,"('Happy', 0.5115210548521394)", Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us wish you good luck
"('positive', 0.934)",positive,Sad,"('Sad', 0.425710090585481)","don't know what to do today. amazing weather and i'm sitting here, great."
"('negative', 0.684)",negative,Sad,"('Sad', 0.4893335500136382)",BIG NEWS?! But don't know if can share it.
"('positive', 0.82)",positive,Sad,"('Sad', 0.48699287794108853)", LOL. Academy-ish. Haha. really really miss O.B.
"('negative', 0.888)",negative,Sad,"('Sad', 0.3851676146460087)", I'll be stuck inside the office all day today
"('negative', 0.892)",negative,Bored,"('Bored', 0.35131768678728553)",Being dragged round Ikea this morning Bad times!
"('positive', 0.448)",positive,Sad,"('Sad', 0.5088686948673696)", aww sorry boo. haven't bought printer in years; my canon id is still making amazing prints. Have zero fisheye exp.
"('negative', 0.785)",negative,Sad,"('Sad', 0.5789927751209919)",wanted to see the story on ACORN tonight on Glen Beck but missed it
"('negative', 0.832)",negative,Bored,"('Bored', 0.442286946566641)",So ... Still finishing errands for trip tomorrow morning where have to be at airport at am.
"('negative', 0.991)",negative,Angry,"('Angry', 0.43280028680494276)",Tv arrived but can't play cos have to go to stupid work
"('negative', 0.975)",negative,Sad,"('Sad', 0.47310951202582874)", this is little sad and know am new but no one has ff me yet
"('negative', 0.908)",negative,Sad,"('Sad', 0.3383723508390707)","Invasion of the Old Ladies has just ended, still have to clean up not going to be able to make it to the tweetup tonight."
"('positive', 0.508)",positive,Excited,"('Excited', 0.3364461223191085)",down in my series with denver on k -
"('positive', 0.889)",positive,Fear,"('Fear', 0.3547197367238783)",almost say ;bless you; to sneezing cat
"('neutral', 0.526)",neutral,Excited,"('Excited', 0.32684563464648986)","At work leave for Berlin at : by car, will be late arrival"
"('negative', 0.619)",negative,Happy,"('Happy', 0.4341008538055402)", Im goodie. feel like we are so disconnected
"('positive', 0.524)",positive,Sad,"('Sad', 0.3940757548135055)", There's ding tai Fung here in Sydney aswell... making me want dumplings...
"('negative', 0.799)",negative,Angry,"('Angry', 0.3933038147414333)",arrives in mfk... With these potholes.. foresee wheel changing session. Hai no man
"('negative', 0.473)",negative,Angry,"('Angry', 0.3381920168504416)",going to bed...with NO sexy time UGHHH!
"('negative', 0.912)",negative,Fear,"('Fear', 0.48784276176031643)",sneezing is never good sign
"('negative', 0.642)",negative,Bored,"('Bored', 0.7302816237026851)",Sometimes have pillow and sometimes don't
"('negative', 0.903)",negative,Sad,"('Sad', 0.3824343800967196)", Why online one download this week?
"('negative', 0.875)",negative,Sad,"('Sad', 0.48489878974527095)",*sigh* always disappoint people who get in my way... everyone .. i'm OUT.. might disappoint everyone else here..
"('negative', 0.938)",negative,Angry,"('Angry', 0.4668935377841939)"," FML dad didnt leave me any moneyz, so have wait till he gets home call me when you finish work?"
"('positive', 0.581)",positive,Fear,"('Fear', 0.38726455388540065)"," ummm...last night when DM'd you, you said it was ;good; question."
"('negative', 0.961)",negative,Angry,"('Angry', 0.38767395423520623)",hate this bit
"('negative', 0.624)",negative,Angry,"('Angry', 0.2472164126858962)", KNO SHOULDA CAME
"('positive', 0.969)",positive,Sad,"('Sad', 0.37862018290584304)",miss you sweetie!
"('positive', 0.864)",positive,Sad,"('Sad', 0.27207009664857523)",miss Feb rd  best night of my whole entire fucking life. I'd rather re-live that night then win .
"('positive', 0.481)",positive,Sad,"('Sad', 0.5942121498401103)", Wish you were coming to Australia ; New Zealand with the Sticky Tour Ant
